STATUS | wrapper  | 2023/03/08 09:56:45 | --> Wrapper Started as Console
INFO   | jvm 2    | 2023/03/08 10:03:13 | 2023-03-08 10:03:13,708 [stdout] - 	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:13 | 2023-03-08 10:03:13,708 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:13 | 2023-03-08 10:03:13,709 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:13 | 2023-03-08 10:03:13,709 [stdout] - 	at java.base/java.lang.Thread.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:13 | 2023-03-08 10:03:13,710 [stdout] - Caused by: org.apache.http.client.ClientProtocolException: The server returned status code 403. Possible reasons include:
INFO   | jvm 2    | 2023/03/08 10:03:13 | 2023-03-08 10:03:13,710 [stdout] -    - This agent has been deleted from the configuration
INFO   | jvm 2    | 2023/03/08 10:03:13 | 2023-03-08 10:03:13,711 [stdout] -    - This agent is pending approval
INFO   | jvm 2    | 2023/03/08 10:03:13 | 2023-03-08 10:03:13,711 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.validateResponse(RemotingClient.java:140)
INFO   | jvm 2    | 2023/03/08 10:03:13 | 2023-03-08 10:03:13,712 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.post(RemotingClient.java:113)
INFO   | jvm 2    | 2023/03/08 10:03:13 | 2023-03-08 10:03:13,712 [stdout] - 	... 13 common frames omitted
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,754 [stdout] - 2023-03-08 10:03:18,751 ERROR [scheduler-3] RemotingClient:162 - Server responded to action `ping` with: status[403 Forbidden], body[]
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,755 [stdout] - 2023-03-08 10:03:18,753 ERROR [scheduler-3] AgentHTTPClientController:104 - Error occurred when agent tried to ping server: 
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,757 [stdout] - java.lang.RuntimeException: org.apache.http.client.ClientProtocolException: The server returned status code 403. Possible reasons include:
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,757 [stdout] -    - This agent has been deleted from the configuration
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,758 [stdout] -    - This agent is pending approval
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,759 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.post(RemotingClient.java:117)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,760 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.ping(RemotingClient.java:73)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,760 [stdout] - 	at com.thoughtworks.go.agent.AgentHTTPClientController.ping(AgentHTTPClientController.java:99)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,761 [stdout] - 	at jdk.internal.reflect.GeneratedMethodAccessor13.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,762 [stdout] - 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,764 [stdout] - 	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,764 [stdout] - 	at org.springframework.scheduling.support.ScheduledMethodRunnable.run(ScheduledMethodRunnable.java:65)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,765 [stdout] - 	at org.springframework.scheduling.support.DelegatingErrorHandlingRunnable.run(DelegatingErrorHandlingRunnable.java:54)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,765 [stdout] - 	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,766 [stdout] - 	at java.base/java.util.concurrent.FutureTask.runAndReset(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,766 [stdout] - 	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,767 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,768 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,768 [stdout] - 	at java.base/java.lang.Thread.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,769 [stdout] - Caused by: org.apache.http.client.ClientProtocolException: The server returned status code 403. Possible reasons include:
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,769 [stdout] -    - This agent has been deleted from the configuration
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,770 [stdout] -    - This agent is pending approval
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,770 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.validateResponse(RemotingClient.java:140)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,771 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.post(RemotingClient.java:113)
INFO   | jvm 2    | 2023/03/08 10:03:18 | 2023-03-08 10:03:18,771 [stdout] - 	... 13 common frames omitted
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,809 [stdout] - 2023-03-08 10:03:23,806 ERROR [scheduler-3] RemotingClient:162 - Server responded to action `ping` with: status[403 Forbidden], body[]
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,810 [stdout] - 2023-03-08 10:03:23,808 ERROR [scheduler-3] AgentHTTPClientController:104 - Error occurred when agent tried to ping server: 
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,811 [stdout] - java.lang.RuntimeException: org.apache.http.client.ClientProtocolException: The server returned status code 403. Possible reasons include:
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,811 [stdout] -    - This agent has been deleted from the configuration
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,812 [stdout] -    - This agent is pending approval
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,812 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.post(RemotingClient.java:117)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,813 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.ping(RemotingClient.java:73)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,813 [stdout] - 	at com.thoughtworks.go.agent.AgentHTTPClientController.ping(AgentHTTPClientController.java:99)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,813 [stdout] - 	at jdk.internal.reflect.GeneratedMethodAccessor13.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,814 [stdout] - 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,814 [stdout] - 	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,815 [stdout] - 	at org.springframework.scheduling.support.ScheduledMethodRunnable.run(ScheduledMethodRunnable.java:65)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,815 [stdout] - 	at org.springframework.scheduling.support.DelegatingErrorHandlingRunnable.run(DelegatingErrorHandlingRunnable.java:54)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,815 [stdout] - 	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,816 [stdout] - 	at java.base/java.util.concurrent.FutureTask.runAndReset(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,816 [stdout] - 	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,817 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,817 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,818 [stdout] - 	at java.base/java.lang.Thread.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,818 [stdout] - Caused by: org.apache.http.client.ClientProtocolException: The server returned status code 403. Possible reasons include:
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,819 [stdout] -    - This agent has been deleted from the configuration
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,819 [stdout] -    - This agent is pending approval
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,819 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.validateResponse(RemotingClient.java:140)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,820 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.post(RemotingClient.java:113)
INFO   | jvm 2    | 2023/03/08 10:03:23 | 2023-03-08 10:03:23,820 [stdout] - 	... 13 common frames omitted
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,896 [stdout] - 2023-03-08 10:03:28,894 ERROR [scheduler-2] RemotingClient:162 - Server responded to action `ping` with: status[403 Forbidden], body[]
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,897 [stdout] - 2023-03-08 10:03:28,896 ERROR [scheduler-2] AgentHTTPClientController:104 - Error occurred when agent tried to ping server: 
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,897 [stdout] - java.lang.RuntimeException: org.apache.http.client.ClientProtocolException: The server returned status code 403. Possible reasons include:
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,898 [stdout] -    - This agent has been deleted from the configuration
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,898 [stdout] -    - This agent is pending approval
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,898 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.post(RemotingClient.java:117)
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,899 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.ping(RemotingClient.java:73)
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,899 [stdout] - 	at com.thoughtworks.go.agent.AgentHTTPClientController.ping(AgentHTTPClientController.java:99)
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,900 [stdout] - 	at jdk.internal.reflect.GeneratedMethodAccessor13.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,900 [stdout] - 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,901 [stdout] - 	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,901 [stdout] - 	at org.springframework.scheduling.support.ScheduledMethodRunnable.run(ScheduledMethodRunnable.java:65)
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,901 [stdout] - 	at org.springframework.scheduling.support.DelegatingErrorHandlingRunnable.run(DelegatingErrorHandlingRunnable.java:54)
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,902 [stdout] - 	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,902 [stdout] - 	at java.base/java.util.concurrent.FutureTask.runAndReset(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:28 | 2023-03-08 10:03:28,903 [stdout] - 	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:29 | 2023-03-08 10:03:28,903 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:29 | 2023-03-08 10:03:28,903 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:29 | 2023-03-08 10:03:28,904 [stdout] - 	at java.base/java.lang.Thread.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:29 | 2023-03-08 10:03:28,904 [stdout] - Caused by: org.apache.http.client.ClientProtocolException: The server returned status code 403. Possible reasons include:
INFO   | jvm 2    | 2023/03/08 10:03:29 | 2023-03-08 10:03:28,904 [stdout] -    - This agent has been deleted from the configuration
INFO   | jvm 2    | 2023/03/08 10:03:29 | 2023-03-08 10:03:28,905 [stdout] -    - This agent is pending approval
INFO   | jvm 2    | 2023/03/08 10:03:29 | 2023-03-08 10:03:28,905 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.validateResponse(RemotingClient.java:140)
INFO   | jvm 2    | 2023/03/08 10:03:29 | 2023-03-08 10:03:28,905 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.post(RemotingClient.java:113)
INFO   | jvm 2    | 2023/03/08 10:03:29 | 2023-03-08 10:03:28,906 [stdout] - 	... 13 common frames omitted
INFO   | jvm 2    | 2023/03/08 10:03:33 | 2023-03-08 10:03:33,949 [stdout] - 2023-03-08 10:03:33,947 ERROR [scheduler-2] RemotingClient:162 - Server responded to action `ping` with: status[403 Forbidden], body[]
INFO   | jvm 2    | 2023/03/08 10:03:33 | 2023-03-08 10:03:33,950 [stdout] - 2023-03-08 10:03:33,949 ERROR [scheduler-2] AgentHTTPClientController:104 - Error occurred when agent tried to ping server: 
INFO   | jvm 2    | 2023/03/08 10:03:33 | 2023-03-08 10:03:33,950 [stdout] - java.lang.RuntimeException: org.apache.http.client.ClientProtocolException: The server returned status code 403. Possible reasons include:
INFO   | jvm 2    | 2023/03/08 10:03:33 | 2023-03-08 10:03:33,951 [stdout] -    - This agent has been deleted from the configuration
INFO   | jvm 2    | 2023/03/08 10:03:33 | 2023-03-08 10:03:33,951 [stdout] -    - This agent is pending approval
INFO   | jvm 2    | 2023/03/08 10:03:33 | 2023-03-08 10:03:33,952 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.post(RemotingClient.java:117)
INFO   | jvm 2    | 2023/03/08 10:03:33 | 2023-03-08 10:03:33,952 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.ping(RemotingClient.java:73)
INFO   | jvm 2    | 2023/03/08 10:03:33 | 2023-03-08 10:03:33,953 [stdout] - 	at com.thoughtworks.go.agent.AgentHTTPClientController.ping(AgentHTTPClientController.java:99)
INFO   | jvm 2    | 2023/03/08 10:03:33 | 2023-03-08 10:03:33,953 [stdout] - 	at jdk.internal.reflect.GeneratedMethodAccessor13.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:33 | 2023-03-08 10:03:33,954 [stdout] - 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,954 [stdout] - 	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,954 [stdout] - 	at org.springframework.scheduling.support.ScheduledMethodRunnable.run(ScheduledMethodRunnable.java:65)
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,955 [stdout] - 	at org.springframework.scheduling.support.DelegatingErrorHandlingRunnable.run(DelegatingErrorHandlingRunnable.java:54)
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,955 [stdout] - 	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,955 [stdout] - 	at java.base/java.util.concurrent.FutureTask.runAndReset(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,956 [stdout] - 	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,957 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,957 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,957 [stdout] - 	at java.base/java.lang.Thread.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,958 [stdout] - Caused by: org.apache.http.client.ClientProtocolException: The server returned status code 403. Possible reasons include:
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,958 [stdout] -    - This agent has been deleted from the configuration
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,958 [stdout] -    - This agent is pending approval
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,959 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.validateResponse(RemotingClient.java:140)
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,959 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.post(RemotingClient.java:113)
INFO   | jvm 2    | 2023/03/08 10:03:34 | 2023-03-08 10:03:33,959 [stdout] - 	... 13 common frames omitted
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,037 [stdout] - 2023-03-08 10:03:39,034 ERROR [scheduler-3] RemotingClient:162 - Server responded to action `ping` with: status[403 Forbidden], body[]
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,038 [stdout] - 2023-03-08 10:03:39,036 ERROR [scheduler-3] AgentHTTPClientController:104 - Error occurred when agent tried to ping server: 
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,038 [stdout] - java.lang.RuntimeException: org.apache.http.client.ClientProtocolException: The server returned status code 403. Possible reasons include:
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,039 [stdout] -    - This agent has been deleted from the configuration
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,039 [stdout] -    - This agent is pending approval
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,040 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.post(RemotingClient.java:117)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,041 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.ping(RemotingClient.java:73)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,041 [stdout] - 	at com.thoughtworks.go.agent.AgentHTTPClientController.ping(AgentHTTPClientController.java:99)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,042 [stdout] - 	at jdk.internal.reflect.GeneratedMethodAccessor13.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,042 [stdout] - 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,043 [stdout] - 	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,043 [stdout] - 	at org.springframework.scheduling.support.ScheduledMethodRunnable.run(ScheduledMethodRunnable.java:65)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,043 [stdout] - 	at org.springframework.scheduling.support.DelegatingErrorHandlingRunnable.run(DelegatingErrorHandlingRunnable.java:54)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,044 [stdout] - 	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,044 [stdout] - 	at java.base/java.util.concurrent.FutureTask.runAndReset(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,045 [stdout] - 	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,045 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,046 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,047 [stdout] - 	at java.base/java.lang.Thread.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,047 [stdout] - Caused by: org.apache.http.client.ClientProtocolException: The server returned status code 403. Possible reasons include:
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,048 [stdout] -    - This agent has been deleted from the configuration
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,048 [stdout] -    - This agent is pending approval
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,049 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.validateResponse(RemotingClient.java:140)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,050 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.post(RemotingClient.java:113)
INFO   | jvm 2    | 2023/03/08 10:03:39 | 2023-03-08 10:03:39,050 [stdout] - 	... 13 common frames omitted
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,108 [stdout] - 2023-03-08 10:03:44,105 ERROR [scheduler-3] RemotingClient:162 - Server responded to action `ping` with: status[403 Forbidden], body[]
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,108 [stdout] - 2023-03-08 10:03:44,107 ERROR [scheduler-3] AgentHTTPClientController:104 - Error occurred when agent tried to ping server: 
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,109 [stdout] - java.lang.RuntimeException: org.apache.http.client.ClientProtocolException: The server returned status code 403. Possible reasons include:
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,109 [stdout] -    - This agent has been deleted from the configuration
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,110 [stdout] -    - This agent is pending approval
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,111 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.post(RemotingClient.java:117)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,111 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.ping(RemotingClient.java:73)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,111 [stdout] - 	at com.thoughtworks.go.agent.AgentHTTPClientController.ping(AgentHTTPClientController.java:99)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,112 [stdout] - 	at jdk.internal.reflect.GeneratedMethodAccessor13.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,112 [stdout] - 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,113 [stdout] - 	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,113 [stdout] - 	at org.springframework.scheduling.support.ScheduledMethodRunnable.run(ScheduledMethodRunnable.java:65)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,113 [stdout] - 	at org.springframework.scheduling.support.DelegatingErrorHandlingRunnable.run(DelegatingErrorHandlingRunnable.java:54)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,114 [stdout] - 	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,115 [stdout] - 	at java.base/java.util.concurrent.FutureTask.runAndReset(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,115 [stdout] - 	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,116 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,116 [stdout] - 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,116 [stdout] - 	at java.base/java.lang.Thread.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,117 [stdout] - Caused by: org.apache.http.client.ClientProtocolException: The server returned status code 403. Possible reasons include:
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,117 [stdout] -    - This agent has been deleted from the configuration
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,118 [stdout] -    - This agent is pending approval
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,118 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.validateResponse(RemotingClient.java:140)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,118 [stdout] - 	at com.thoughtworks.go.agent.RemotingClient.post(RemotingClient.java:113)
INFO   | jvm 2    | 2023/03/08 10:03:44 | 2023-03-08 10:03:44,119 [stdout] - 	... 13 common frames omitted
INFO   | jvm 2    | 2023/03/08 10:03:49 | 2023-03-08 10:03:49,163 [stdout] - 2023-03-08 10:03:49,160 ERROR [scheduler-3] RemotingClient:162 - Server responded to action `ping` with: status[403 Forbidden], body[]
